gender,occasion,skin_tone,season,temperature,outfit_name,color_palette,image_url,amazon_link,flipkart_link,meesho_link
Female,Formal,Medium Warm,Spring,21,Spring Formal Warm,"['#CD853F', '#DEB887', '#F5DEB3', '#FFEFD5']",/static/images/spring_formal_warm.jpg,https://amazon.com/spring-formal-warm,https://flipkart.com/spring-formal-warm,https://meesho.com/spring-formal-warm
Female,Date,Deep Cool,Summer,25,Summer Date Cool,"['#008B8B', '#20B2AA', '#AFEEEE', '#E0FFFF']",/static/images/summer_date_cool.jpg,https://amazon.com/summer-date-cool,https://flipkart.com/summer-date-cool,https://meesho.com/summer-date-cool
Female,Date,Deep Warm,Summer,27,Summer Date Warm,"['#B22222', '#DC143C', '#FF6347', '#FFA07A']",/static/images/summer_date_warm.jpg,https://amazon.com/summer-date-warm,https://flipkart.com/summer-date-warm,https://meesho.com/summer-date-warm
Female,Travel,Light Cool,Autumn,13,Travel Comfort Cool,"['#708090', '#B0C4DE', '#E6E6FA', '#F8F8FF']",/static/images/travel_comfort_cool.jpg,https://amazon.com/travel-comfort-cool,https://flipkart.com/travel-comfort-cool,https://meesho.com/travel-comfort-cool
Female,Travel,Light Warm,Autumn,11,Travel Comfort Warm,"['#D2691E', '#DEB887', '#F5DEB3', '#FDF5E6']",/static/images/travel_comfort_warm.jpg,https://amazon.com/travel-comfort-warm,https://flipkart.com/travel-comfort-warm,https://meesho.com/travel-comfort-warm
Male,Casual,Medium Cool,Winter,4,Winter Casual Cool,"['#2F4F4F', '#708090', '#B0C4DE', '#D3D3D3']",/static/images/winter_casual_cool.jpg,https://amazon.com/winter-casual-cool,https://flipkart.com/winter-casual-cool,https://meesho.com/winter-casual-cool
Male,Casual,Medium Warm,Winter,2,Winter Casual Warm,"['#8B4513', '#A0522D', '#CD853F', '#D2B48C']",/static/images/winter_casual_warm.jpg,https://amazon.com/winter-casual-warm,https://flipkart.com/winter-casual-warm,https://meesho.com/winter-casual-warm
Male,Formal,Deep Cool,Spring,18,Spring Formal Cool,"['#191970', '#4169E1', '#6495ED', '#87CEFA']",/static/images/spring_formal_cool_m.jpg,https://amazon.com/spring-formal-cool-m,https://flipkart.com/spring-formal-cool-m,https://meesho.com/spring-formal-cool-m
Male,Formal,Deep Warm,Spring,23,Spring Formal Warm,"['#8B4513', '#A0522D', '#D2691E', '#F4A460']",/static/images/spring_formal_warm_m.jpg,https://amazon.com/spring-formal-warm-m,https://flipkart.com/spring-formal-warm-m,https://meesho.com/spring-formal-warm-m
Male,Date,Light Cool,Summer,24,Summer Date Cool,"['#4682B4', '#5F9EA0', '#87CEEB', '#B0E0E6']",/static/images/summer_date_cool_m.jpg,https://amazon.com/summer-date-cool-m,https://flipkart.com/summer-date-cool-m,https://meesho.com/summer-date-cool-m
Male,Date,Light Warm,Summer,31,Summer Date Warm,"['#CD853F', '#D2691E', '#F4A460', '#DEB887']",/static/images/summer_date_warm_m.jpg,https://amazon.com/summer-date-warm-m,https://flipkart.com/summer-date-warm-m,https://meesho.com/summer-date-warm-m
Male,Travel,Medium Cool,Autumn,10,Travel Casual Cool,"['#2F4F4F', '#4682B4', '#87CEEB', '#D3D3D3']",/static/images/travel_casual_cool_m.jpg,https://amazon.com/travel-casual-cool-m,https://flipkart.com/travel-casual-cool-m,https://meesho.com/travel-casual-cool-m
Male,Travel,Medium Warm,Autumn,17,Travel Casual Warm,"['#A0522D', '#CD853F', '#D2691E', '#F5DEB3']",/static/images/travel_casual_warm_m.jpg,https://amazon.com/travel-casual-warm-m,https://flipkart.com/travel-casual-warm-m,https://meesho.com/travel-casual-warm-m
Other,Party,Light Cool,Winter,1,Neutral Winter Party,"['#2C3E50', '#95A5A6', '#BDC3C7', '#ECF0F1']",/static/images/neutral_winter_party.jpg,https://amazon.com/neutral-winter-party,https://flipkart.com/neutral-winter-party,https://meesho.com/neutral-winter-party
Other,Party,Light Warm,Winter,0,Warm Neutral Party,"['#8B4513', '#CD853F', '#DEB887', '#F5DEB3']",/static/images/warm_neutral_party.jpg,https://amazon.com/warm-neutral-party,https://flipkart.com/warm-neutral-party,https://meesho.com/warm-neutral-party
Other,College,Medium Cool,Spring,16,Cool Neutral College,"['#34495E', '#5D6D7E', '#85929E', '#D5DBDB']",/static/images/cool_neutral_college.jpg,https://amazon.com/cool-neutral-college,https://flipkart.com/cool-neutral-college,https://meesho.com/cool-neutral-college
Other,College,Medium Warm,Spring,24,Warm Neutral College,"['#A0522D', '#CD853F', '#D2691E', '#DEB887']",/static/images/warm_neutral_college.jpg,https://amazon.com/warm-neutral-college,https://flipkart.com/warm-neutral-college,https://meesho.com/warm-neutral-college
Other,Office,Deep Cool,Summer,32,Professional Neutral Cool,"['#2C3E50', '#34495E', '#7FB3D3', '#D6EAF8']",/static/images/professional_neutral_cool.jpg,https://amazon.com/professional-neutral-cool,https://flipkart.com/professional-neutral-cool,https://meesho.com/professional-neutral-cool
Other,Office,Deep Warm,Summer,35,Professional Neutral Warm,"['#8B4513', '#A0522D', '#D2691E', '#F4A460']",/static/images/professional_neutral_warm.jpg,https://amazon.com/professional-neutral-warm,https://flipkart.com/professional-neutral-warm,https://meesho.com/professional-neutral-warm
Other,Marriage,Light Cool,Autumn,8,Wedding Neutral Cool,"['#2C3E50', '#85C1E9', '#D6EAF8', '#F8F9FA']",/static/images/wedding_neutral_cool.jpg,https://amazon.com/wedding-neutral-cool,https://flipkart.com/wedding-neutral-cool,https://meesho.com/wedding-neutral-cool
Other,Marriage,Light Warm,Autumn,12,Wedding Neutral Warm,"['#8B4513', '#CD853F', '#DEB887', '#F5DEB3']",/static/images/wedding_neutral_warm.jpg,https://amazon.com/wedding-neutral-warm,https://flipkart.com/wedding-neutral-warm,https://meesho.com/wedding-neutral-warm
Other,Casual,Medium Cool,Winter,5,Casual Neutral Cool,"['#34495E', '#7FB3D3', '#AED6F1', '#D6EAF8']",/static/images/casual_neutral_cool.jpg,https://amazon.com/casual-neutral-cool,https://flipkart.com/casual-neutral-cool,https://meesho.com/casual-neutral-cool
Other,Casual,Medium Warm,Winter,3,Casual Neutral Warm,"['#A0522D', '#CD853F', '#D2691E', '#DEB887']",/static/images/casual_neutral_warm.jpg,https://amazon.com/casual-neutral-warm,https://flipkart.com/casual-neutral-warm,https://meesho.com/casual-neutral-warm
Other,Formal,Deep Cool,Spring,19,Formal Neutral Cool,"['#2C3E50', '#34495E', '#5D6D7E', '#85929E']",/static/images/formal_neutral_cool.jpg,https://amazon.com/formal-neutral-cool,https://flipkart.com/formal-neutral-cool,https://meesho.com/formal-neutral-cool
Other,Formal,Deep Warm,Spring,25,Formal Neutral Warm,"['#8B4513', '#A0522D', '#CD853F', '#D2691E']",/static/images/formal_neutral_warm.jpg,https://amazon.com/formal-neutral-warm,https://flipkart.com/formal-neutral-warm,https://meesho.com/formal-neutral-warm
Other,Date,Light Cool,Summer,28,Date Neutral Cool,"['#4682B4', '#87CEEB', '#B0E0E6', '#E0F6FF']",/static/images/date_neutral_cool.jpg,https://amazon.com/date-neutral-cool,https://flipkart.com/date-neutral-cool,https://meesho.com/date-neutral-cool
Other,Date,Light Warm,Summer,33,Date Neutral Warm,"['#CD853F', '#D2691E', '#DEB887', '#F4A460']",/static/images/date_neutral_warm.jpg,https://amazon.com/date-neutral-warm,https://flipkart.com/date-neutral-warm,https://meesho.com/date-neutral-warm
Other,Travel,Medium Cool,Autumn,14,Travel Neutral Cool,"['#2F4F4F', '#4682B4', '#87CEEB', '#D3D3D3']",/static/images/travel_neutral_cool.jpg,https://amazon.com/travel-neutral-cool,https://flipkart.com/travel-neutral-cool,https://meesho.com/travel-neutral-cool
Other,Travel,Medium Warm,Autumn,18,Travel Neutral Warm,"['#A0522D', '#CD853F', '#D2691E', '#F5DEB3']",/static/images/travel_neutral_warm.jpg,https://amazon.com/travel-neutral-warm,https://flipkart.com/travel-neutral-warm,https://meesho.com/travel-neutral-warm
