gender,occasion,skin_tone,season,temperature,outfit_name,color_palette,image_url,amazon_link,flipkart_link,meesho_link
Female,Party,Deep Warm,Winter,6,Winter Party Outfit,"['#2C3E50', '#AFCBFF', '#E8F4FD', '#ECF0F1']",/static/images/winter-party-outfit_13.jpg,https://amazon.com/winter-party-outfit,https://flipkart.com/winter-party-outfit,https://meesho.com/winter-party-outfit
Female,Party,Olive,Winter,9,Winter Party Outfit,"['#2C3E50', '#AFCBFF', '#E8F4FD', '#ECF0F1']",/static/images/winter-party-outfit_14.jpg,https://amazon.com/winter-party-outfit,https://flipkart.com/winter-party-outfit,https://meesho.com/winter-party-outfit
Female,Party,Light Cool,Winter,5,Winter Party Outfit,"['#2C3E50', '#AFCBFF', '#E8F4FD', '#ECF0F1']",/static/images/winter-party-outfit_15.jpg,https://amazon.com/winter-party-outfit,https://flipkart.com/winter-party-outfit,https://meesho.com/winter-party-outfit
Male,Party,Light Cool,Winter,18,Winter Party Outfit,"['#2C3E50', '#AFCBFF', '#E8F4FD', '#ECF0F1']",/static/images/winter-party-outfit_16.jpg,https://amazon.com/winter-party-outfit,https://flipkart.com/winter-party-outfit,https://meesho.com/winter-party-outfit
Female,Party,Light Cool,Winter,6,Winter Party Outfit,"['#2C3E50', '#AFCBFF', '#E8F4FD', '#ECF0F1']",/static/images/winter-party-outfit_17.jpg,https://amazon.com/winter-party-outfit,https://flipkart.com/winter-party-outfit,https://meesho.com/winter-party-outfit
Female,Party,Deep Warm,Winter,9,Winter Party Outfit,"['#2C3E50', '#AFCBFF', '#E8F4FD', '#ECF0F1']",/static/images/winter-party-outfit_18.jpg,https://amazon.com/winter-party-outfit,https://flipkart.com/winter-party-outfit,https://meesho.com/winter-party-outfit
Male,Party,Light Cool,Winter,18,Winter Party Outfit,"['#2C3E50', '#AFCBFF', '#E8F4FD', '#ECF0F1']",/static/images/winter-party-outfit_19.jpg,https://amazon.com/winter-party-outfit,https://flipkart.com/winter-party-outfit,https://meesho.com/winter-party-outfit
Female,Party,Medium Warm,Winter,17,Winter Party Outfit,"['#2C3E50', '#AFCBFF', '#E8F4FD', '#ECF0F1']",/static/images/winter-party-outfit_20.jpg,https://amazon.com/winter-party-outfit,https://flipkart.com/winter-party-outfit,https://meesho.com/winter-party-outfit
Female,Party,Light Cool,Winter,15,Winter Party Outfit,"['#2C3E50', '#AFCBFF', '#E8F4FD', '#ECF0F1']",/static/images/winter-party-outfit_21.jpg,https://amazon.com/winter-party-outfit,https://flipkart.com/winter-party-outfit,https://meesho.com/winter-party-outfit
Female,Party,Light Warm,Winter,5,Winter Party Outfit,"['#2C3E50', '#AFCBFF', '#E8F4FD', '#ECF0F1']",/static/images/winter-party-outfit_22.jpg,https://amazon.com/winter-party-outfit,https://flipkart.com/winter-party-outfit,https://meesho.com/winter-party-outfit
Male,Party,Light Warm,Winter,15,Winter Party Outfit,"['#2C3E50', '#AFCBFF', '#E8F4FD', '#ECF0F1']",/static/images/winter-party-outfit_23.jpg,https://amazon.com/winter-party-outfit,https://flipkart.com/winter-party-outfit,https://meesho.com/winter-party-outfit
Female,Party,Medium Warm,Winter,10,Winter Party Outfit,"['#2C3E50', '#AFCBFF', '#E8F4FD', '#ECF0F1']",/static/images/winter-party-outfit_24.jpg,https://amazon.com/winter-party-outfit,https://flipkart.com/winter-party-outfit,https://meesho.com/winter-party-outfit
Female,Party,Deep Warm,Winter,13,Winter Party Outfit,"['#2C3E50', '#AFCBFF', '#E8F4FD', '#ECF0F1']",/static/images/winter-party-outfit_25.jpg,https://amazon.com/winter-party-outfit,https://flipkart.com/winter-party-outfit,https://meesho.com/winter-party-outfit
Male,Party,Light Warm,Winter,5,Winter Party Outfit,"['#2C3E50', '#AFCBFF', '#E8F4FD', '#ECF0F1']",/static/images/winter-party-outfit_26.jpg,https://amazon.com/winter-party-outfit,https://flipkart.com/winter-party-outfit,https://meesho.com/winter-party-outfit
Female,Party,Deep Warm,Winter,9,Winter Party Outfit,"['#2C3E50', '#AFCBFF', '#E8F4FD', '#ECF0F1']",/static/images/winter-party-outfit_27.jpg,https://amazon.com/winter-party-outfit,https://flipkart.com/winter-party-outfit,https://meesho.com/winter-party-outfit
Male,Party,Light Warm,Winter,17,Winter Party Outfit,"['#2C3E50', '#AFCBFF', '#E8F4FD', '#ECF0F1']",/static/images/winter-party-outfit_28.jpg,https://amazon.com/winter-party-outfit,https://flipkart.com/winter-party-outfit,https://meesho.com/winter-party-outfit
Female,Party,Light Warm,Winter,16,Winter Party Outfit,"['#2C3E50', '#AFCBFF', '#E8F4FD', '#ECF0F1']",/static/images/winter-party-outfit_29.jpg,https://amazon.com/winter-party-outfit,https://flipkart.com/winter-party-outfit,https://meesho.com/winter-party-outfit
Female,Casual,Light Cool,Summer,35,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",/static/images/summer-casual-outfit_0.jpg,https://amazon.com/summer-casual-outfit,https://flipkart.com/summer-casual-outfit,https://meesho.com/summer-casual-outfit
Male,Casual,Medium Warm,Summer,28,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",/static/images/summer-casual-outfit_1.jpg,https://amazon.com/summer-casual-outfit,https://flipkart.com/summer-casual-outfit,https://meesho.com/summer-casual-outfit
Male,Casual,Olive,Summer,29,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",/static/images/summer-casual-outfit_2.jpg,https://amazon.com/summer-casual-outfit,https://flipkart.com/summer-casual-outfit,https://meesho.com/summer-casual-outfit
Female,Casual,Medium Cool,Summer,38,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",/static/images/summer-casual-outfit_3.jpg,https://amazon.com/summer-casual-outfit,https://flipkart.com/summer-casual-outfit,https://meesho.com/summer-casual-outfit
Male,Casual,Light Warm,Summer,29,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",/static/images/summer-casual-outfit_4.jpg,https://amazon.com/summer-casual-outfit,https://flipkart.com/summer-casual-outfit,https://meesho.com/summer-casual-outfit
Female,Casual,Medium Cool,Summer,28,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",/static/images/summer-casual-outfit_5.jpg,https://amazon.com/summer-casual-outfit,https://flipkart.com/summer-casual-outfit,https://meesho.com/summer-casual-outfit
Female,Casual,Medium Cool,Summer,34,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",/static/images/summer-casual-outfit_6.jpg,https://amazon.com/summer-casual-outfit,https://flipkart.com/summer-casual-outfit,https://meesho.com/summer-casual-outfit
Male,Casual,Light Cool,Summer,31,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",/static/images/summer-casual-outfit_7.jpg,https://amazon.com/summer-casual-outfit,https://flipkart.com/summer-casual-outfit,https://meesho.com/summer-casual-outfit
Male,Casual,Medium Warm,Summer,40,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",/static/images/summer-casual-outfit_8.jpg,https://amazon.com/summer-casual-outfit,https://flipkart.com/summer-casual-outfit,https://meesho.com/summer-casual-outfit
Female,Casual,Light Warm,Summer,35,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",/static/images/summer-casual-outfit_9.jpg,https://amazon.com/summer-casual-outfit,https://flipkart.com/summer-casual-outfit,https://meesho.com/summer-casual-outfit
Female,Casual,Light Warm,Summer,30,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",/static/images/summer-casual-outfit_10.jpg,https://amazon.com/summer-casual-outfit,https://flipkart.com/summer-casual-outfit,https://meesho.com/summer-casual-outfit
Female,Casual,Deep Cool,Summer,38,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",/static/images/summer-casual-outfit_11.jpg,https://amazon.com/summer-casual-outfit,https://flipkart.com/summer-casual-outfit,https://meesho.com/summer-casual-outfit
Male,Casual,Light Cool,Summer,37,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",/static/images/summer-casual-outfit_12.jpg,https://amazon.com/summer-casual-outfit,https://flipkart.com/summer-casual-outfit,https://meesho.com/summer-casual-outfit
Male,Casual,Light Warm,Summer,32,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",/static/images/summer-casual-outfit_13.jpg,https://amazon.com/summer-casual-outfit,https://flipkart.com/summer-casual-outfit,https://meesho.com/summer-casual-outfit
Female,Casual,Medium Cool,Summer,34,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",/static/images/summer-casual-outfit_14.jpg,https://amazon.com/summer-casual-outfit,https://flipkart.com/summer-casual-outfit,https://meesho.com/summer-casual-outfit
Female,Casual,Light Warm,Summer,30,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",/static/images/summer-casual-outfit_15.jpg,https://amazon.com/summer-casual-outfit,https://flipkart.com/summer-casual-outfit,https://meesho.com/summer-casual-outfit
Male,Casual,Medium Warm,Summer,39,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",/static/images/summer-casual-outfit_16.jpg,https://amazon.com/summer-casual-outfit,https://flipkart.com/summer-casual-outfit,https://meesho.com/summer-casual-outfit
Male,Casual,Medium Cool,Summer,35,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",/static/images/summer-casual-outfit_17.jpg,https://amazon.com/summer-casual-outfit,https://flipkart.com/summer-casual-outfit,https://meesho.com/summer-casual-outfit
Female,Casual,Medium Cool,Summer,36,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",/static/images/summer-casual-outfit_18.jpg,https://amazon.com/summer-casual-outfit,https://flipkart.com/summer-casual-outfit,https://meesho.com/summer-casual-outfit
Male,Casual,Olive,Summer,34,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",/static/images/summer-casual-outfit_19.jpg,https://amazon.com/summer-casual-outfit,https://flipkart.com/summer-casual-outfit,https://meesho.com/summer-casual-outfit
Female,Casual,Deep Cool,Summer,40,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",/static/images/summer-casual-outfit_20.jpg,https://amazon.com/summer-casual-outfit,https://flipkart.com/summer-casual-outfit,https://meesho.com/summer-casual-outfit
Female,Casual,Olive,Summer,31,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",/static/images/summer-casual-outfit_21.jpg,https://amazon.com/summer-casual-outfit,https://flipkart.com/summer-casual-outfit,https://meesho.com/summer-casual-outfit
Female,Casual,Deep Warm,Summer,33,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",/static/images/summer-casual-outfit_22.jpg,https://amazon.com/summer-casual-outfit,https://flipkart.com/summer-casual-outfit,https://meesho.com/summer-casual-outfit
Female,Casual,Deep Cool,Summer,35,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",/static/images/summer-casual-outfit_23.jpg,https://amazon.com/summer-casual-outfit,https://flipkart.com/summer-casual-outfit,https://meesho.com/summer-casual-outfit
Female,Casual,Light Cool,Summer,33,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",/static/images/summer-casual-outfit_24.jpg,https://amazon.com/summer-casual-outfit,https://flipkart.com/summer-casual-outfit,https://meesho.com/summer-casual-outfit
Male,Casual,Deep Cool,Summer,31,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",/static/images/summer-casual-outfit_25.jpg,https://amazon.com/summer-casual-outfit,https://flipkart.com/summer-casual-outfit,https://meesho.com/summer-casual-outfit
Female,Casual,Olive,Summer,31,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",/static/images/summer-casual-outfit_26.jpg,https://amazon.com/summer-casual-outfit,https://flipkart.com/summer-casual-outfit,https://meesho.com/summer-casual-outfit
Female,Casual,Medium Warm,Summer,31,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",/static/images/summer-casual-outfit_27.jpg,https://amazon.com/summer-casual-outfit,https://flipkart.com/summer-casual-outfit,https://meesho.com/summer-casual-outfit
Male,Casual,Olive,Summer,33,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",/static/images/summer-casual-outfit_28.jpg,https://amazon.com/summer-casual-outfit,https://flipkart.com/summer-casual-outfit,https://meesho.com/summer-casual-outfit
Female,Casual,Medium Warm,Summer,33,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",/static/images/summer-casual-outfit_29.jpg,https://amazon.com/summer-casual-outfit,https://flipkart.com/summer-casual-outfit,https://meesho.com/summer-casual-outfit
Male,Office,Light Warm,Autumn,22,Office Professional Wear,"['#D35400', '#A04000', '#E59866', '#FAD7A0']",/static/images/office-professional-wear_0.jpg,https://amazon.com/office-professional-wear,https://flipkart.com/office-professional-wear,https://meesho.com/office-professional-wear
Male,Office,Olive,Summer,35,Office Professional Wear,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",/static/images/office-professional-wear_1.jpg,https://amazon.com/office-professional-wear,https://flipkart.com/office-professional-wear,https://meesho.com/office-professional-wear
Female,Office,Olive,Summer,31,Office Professional Wear,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",/static/images/office-professional-wear_2.jpg,https://amazon.com/office-professional-wear,https://flipkart.com/office-professional-wear,https://meesho.com/office-professional-wear
Male,Office,Medium Warm,Spring,26,Office Professional Wear,"['#A2D9CE', '#F9E79F', '#AED6F1', '#D5F5E3']",/static/images/office-professional-wear_3.jpg,https://amazon.com/office-professional-wear,https://flipkart.com/office-professional-wear,https://meesho.com/office-professional-wear
Male,Office,Light Cool,Autumn,21,Office Professional Wear,"['#D35400', '#A04000', '#E59866', '#FAD7A0']",/static/images/office-professional-wear_4.jpg,https://amazon.com/office-professional-wear,https://flipkart.com/office-professional-wear,https://meesho.com/office-professional-wear
Male,Office,Deep Cool,Spring,21,Office Professional Wear,"['#A2D9CE', '#F9E79F', '#AED6F1', '#D5F5E3']",/static/images/office-professional-wear_5.jpg,https://amazon.com/office-professional-wear,https://flipkart.com/office-professional-wear,https://meesho.com/office-professional-wear
Female,Office,Light Warm,Summer,32,Office Professional Wear,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",/static/images/office-professional-wear_6.jpg,https://amazon.com/office-professional-wear,https://flipkart.com/office-professional-wear,https://meesho.com/office-professional-wear
Male,Office,Medium Warm,Autumn,23,Office Professional Wear,"['#D35400', '#A04000', '#E59866', '#FAD7A0']",/static/images/office-professional-wear_7.jpg,https://amazon.com/office-professional-wear,https://flipkart.com/office-professional-wear,https://meesho.com/office-professional-wear
Female,Office,Deep Cool,Spring,25,Office Professional Wear,"['#A2D9CE', '#F9E79F', '#AED6F1', '#D5F5E3']",/static/images/office-professional-wear_8.jpg,https://amazon.com/office-professional-wear,https://flipkart.com/office-professional-wear,https://meesho.com/office-professional-wear
Male,Office,Olive,Autumn,24,Office Professional Wear,"['#D35400', '#A04000', '#E59866', '#FAD7A0']",/static/images/office-professional-wear_9.jpg,https://amazon.com/office-professional-wear,https://flipkart.com/office-professional-wear,https://meesho.com/office-professional-wear
Male,Office,Medium Warm,Summer,40,Office Professional Wear,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",/static/images/office-professional-wear_10.jpg,https://amazon.com/office-professional-wear,https://flipkart.com/office-professional-wear,https://meesho.com/office-professional-wear
Female,Office,Olive,Spring,19,Office Professional Wear,"['#A2D9CE', '#F9E79F', '#AED6F1', '#D5F5E3']",/static/images/office-professional-wear_11.jpg,https://amazon.com/office-professional-wear,https://flipkart.com/office-professional-wear,https://meesho.com/office-professional-wear
Male,Office,Light Cool,Spring,25,Office Professional Wear,"['#A2D9CE', '#F9E79F', '#AED6F1', '#D5F5E3']",/static/images/office-professional-wear_12.jpg,https://amazon.com/office-professional-wear,https://flipkart.com/office-professional-wear,https://meesho.com/office-professional-wear
Male,Office,Light Cool,Autumn,25,Office Professional Wear,"['#D35400', '#A04000', '#E59866', '#FAD7A0']",/static/images/office-professional-wear_13.jpg,https://amazon.com/office-professional-wear,https://flipkart.com/office-professional-wear,https://meesho.com/office-professional-wear
Female,Office,Deep Warm,Autumn,20,Office Professional Wear,"['#D35400', '#A04000', '#E59866', '#FAD7A0']",/static/images/office-professional-wear_14.jpg,https://amazon.com/office-professional-wear,https://flipkart.com/office-professional-wear,https://meesho.com/office-professional-wear
Male,Office,Light Cool,Summer,28,Office Professional Wear,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",/static/images/office-professional-wear_15.jpg,https://amazon.com/office-professional-wear,https://flipkart.com/office-professional-wear,https://meesho.com/office-professional-wear
Male,Office,Olive,Spring,26,Office Professional Wear,"['#A2D9CE', '#F9E79F', '#AED6F1', '#D5F5E3']",/static/images/office-professional-wear_16.jpg,https://amazon.com/office-professional-wear,https://flipkart.com/office-professional-wear,https://meesho.com/office-professional-wear
Female,Office,Medium Warm,Summer,38,Office Professional Wear,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",/static/images/office-professional-wear_17.jpg,https://amazon.com/office-professional-wear,https://flipkart.com/office-professional-wear,https://meesho.com/office-professional-wear
Female,Office,Light Cool,Autumn,27,Office Professional Wear,"['#D35400', '#A04000', '#E59866', '#FAD7A0']",/static/images/office-professional-wear_18.jpg,https://amazon.com/office-professional-wear,https://flipkart.com/office-professional-wear,https://meesho.com/office-professional-wear
Male,Office,Medium Cool,Summer,38,Office Professional Wear,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",/static/images/office-professional-wear_19.jpg,https://amazon.com/office-professional-wear,https://flipkart.com/office-professional-wear,https://meesho.com/office-professional-wear
Male,Office,Olive,Autumn,21,Office Professional Wear,"['#D35400', '#A04000', '#E59866', '#FAD7A0']",/static/images/office-professional-wear_20.jpg,https://amazon.com/office-professional-wear,https://flipkart.com/office-professional-wear,https://meesho.com/office-professional-wear
Male,Office,Deep Cool,Summer,32,Office Professional Wear,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",/static/images/office-professional-wear_21.jpg,https://amazon.com/office-professional-wear,https://flipkart.com/office-professional-wear,https://meesho.com/office-professional-wear
Male,Office,Deep Cool,Spring,20,Office Professional Wear,"['#A2D9CE', '#F9E79F', '#AED6F1', '#D5F5E3']",/static/images/office-professional-wear_22.jpg,https://amazon.com/office-professional-wear,https://flipkart.com/office-professional-wear,https://meesho.com/office-professional-wear
Female,Office,Medium Cool,Summer,37,Office Professional Wear,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",/static/images/office-professional-wear_23.jpg,https://amazon.com/office-professional-wear,https://flipkart.com/office-professional-wear,https://meesho.com/office-professional-wear
Female,Office,Light Warm,Autumn,23,Office Professional Wear,"['#D35400', '#A04000', '#E59866', '#FAD7A0']",/static/images/office-professional-wear_24.jpg,https://amazon.com/office-professional-wear,https://flipkart.com/office-professional-wear,https://meesho.com/office-professional-wear
Male,Office,Deep Cool,Spring,25,Office Professional Wear,"['#A2D9CE', '#F9E79F', '#AED6F1', '#D5F5E3']",/static/images/office-professional-wear_25.jpg,https://amazon.com/office-professional-wear,https://flipkart.com/office-professional-wear,https://meesho.com/office-professional-wear
Male,Office,Deep Warm,Autumn,26,Office Professional Wear,"['#D35400', '#A04000', '#E59866', '#FAD7A0']",/static/images/office-professional-wear_26.jpg,https://amazon.com/office-professional-wear,https://flipkart.com/office-professional-wear,https://meesho.com/office-professional-wear
Male,Office,Medium Cool,Spring,26,Office Professional Wear,"['#A2D9CE', '#F9E79F', '#AED6F1', '#D5F5E3']",/static/images/office-professional-wear_27.jpg,https://amazon.com/office-professional-wear,https://flipkart.com/office-professional-wear,https://meesho.com/office-professional-wear
Male,Office,Light Warm,Spring,22,Office Professional Wear,"['#A2D9CE', '#F9E79F', '#AED6F1', '#D5F5E3']",/static/images/office-professional-wear_28.jpg,https://amazon.com/office-professional-wear,https://flipkart.com/office-professional-wear,https://meesho.com/office-professional-wear
Male,Office,Deep Warm,Autumn,20,Office Professional Wear,"['#D35400', '#A04000', '#E59866', '#FAD7A0']",/static/images/office-professional-wear_29.jpg,https://amazon.com/office-professional-wear,https://flipkart.com/office-professional-wear,https://meesho.com/office-professional-wear
Male,Wedding,Medium Warm,Spring,25,Wedding Ethnic Wear,"['#A2D9CE', '#F9E79F', '#AED6F1', '#D5F5E3']",/static/images/wedding-ethnic-wear_0.jpg,https://amazon.com/wedding-ethnic-wear,https://flipkart.com/wedding-ethnic-wear,https://meesho.com/wedding-ethnic-wear
Female,Wedding,Light Warm,Spring,23,Wedding Ethnic Wear,"['#A2D9CE', '#F9E79F', '#AED6F1', '#D5F5E3']",/static/images/wedding-ethnic-wear_1.jpg,https://amazon.com/wedding-ethnic-wear,https://flipkart.com/wedding-ethnic-wear,https://meesho.com/wedding-ethnic-wear
Male,Wedding,Medium Warm,Spring,25,Wedding Ethnic Wear,"['#A2D9CE', '#F9E79F', '#AED6F1', '#D5F5E3']",/static/images/wedding-ethnic-wear_2.jpg,https://amazon.com/wedding-ethnic-wear,https://flipkart.com/wedding-ethnic-wear,https://meesho.com/wedding-ethnic-wear
Male,Wedding,Deep Cool,Spring,25,Wedding Ethnic Wear,"['#A2D9CE', '#F9E79F', '#AED6F1', '#D5F5E3']",/static/images/wedding-ethnic-wear_3.jpg,https://amazon.com/wedding-ethnic-wear,https://flipkart.com/wedding-ethnic-wear,https://meesho.com/wedding-ethnic-wear
Female,Wedding,Light Warm,Winter,17,Wedding Ethnic Wear,"['#2C3E50', '#AFCBFF', '#E8F4FD', '#ECF0F1']",/static/images/wedding-ethnic-wear_4.jpg,https://amazon.com/wedding-ethnic-wear,https://flipkart.com/wedding-ethnic-wear,https://meesho.com/wedding-ethnic-wear
Female,Wedding,Medium Warm,Winter,7,Wedding Ethnic Wear,"['#2C3E50', '#AFCBFF', '#E8F4FD', '#ECF0F1']",/static/images/wedding-ethnic-wear_5.jpg,https://amazon.com/wedding-ethnic-wear,https://flipkart.com/wedding-ethnic-wear,https://meesho.com/wedding-ethnic-wear
Male,Wedding,Deep Cool,Spring,18,Wedding Ethnic Wear,"['#A2D9CE', '#F9E79F', '#AED6F1', '#D5F5E3']",/static/images/wedding-ethnic-wear_6.jpg,https://amazon.com/wedding-ethnic-wear,https://flipkart.com/wedding-ethnic-wear,https://meesho.com/wedding-ethnic-wear
Female,Wedding,Medium Warm,Winter,18,Wedding Ethnic Wear,"['#2C3E50', '#AFCBFF', '#E8F4FD', '#ECF0F1']",/static/images/wedding-ethnic-wear_7.jpg,https://amazon.com/wedding-ethnic-wear,https://flipkart.com/wedding-ethnic-wear,https://meesho.com/wedding-ethnic-wear
Male,Wedding,Olive,Autumn,25,Wedding Ethnic Wear,"['#D35400', '#A04000', '#E59866', '#FAD7A0']",/static/images/wedding-ethnic-wear_8.jpg,https://amazon.com/wedding-ethnic-wear,https://flipkart.com/wedding-ethnic-wear,https://meesho.com/wedding-ethnic-wear
Female,Wedding,Medium Cool,Winter,11,Wedding Ethnic Wear,"['#2C3E50', '#AFCBFF', '#E8F4FD', '#ECF0F1']",/static/images/wedding-ethnic-wear_9.jpg,https://amazon.com/wedding-ethnic-wear,https://flipkart.com/wedding-ethnic-wear,https://meesho.com/wedding-ethnic-wear
