gender,occasion,skin_tone,season,temperature,outfit_name,color_palette,image_url,amazon_link,flipkart_link,meesho_link
Female,Party,Deep Warm,Winter,10,Winter Party Outfit,"['#2C3E50', '#AFCBFF', '#E8F4FD', '#ECF0F1']",https://images.openai.com/thumbnails/url/1WrcgXicDcntDkJQGADgK_JZRFtrhg5ZliT8MoczHw0Hb8JVdTvdTT1_n--nBKDjnuNImw0LBZIzgFuRLUZIocrYrGu4sewordri2B_-t9fcXEWZVzhyOciYOhGyN1iPI2x3WEhjmUeWPysoeFu1OlxrQfNxJ5rmCqDkfEilGlvnCMaLGIXP0zZwG50u-nyTSPLAxkQlFJO7TPQeGQyqjMkkduLkwmvdmUrZej9mez3T,https://www.amazon.in/FableStreet-Satin-Boat-Shift-Dress/dp/B0CRL584FY?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&smid=A2BJWADR9F6HNW&utm_source=chatgpt.com&th=1&psc=1,https://www.myntra.com/dresses/miss+chase/miss-chase-women-sequined-round-neck-short-sleeves-maxi-dress/31575001/buy?utm_source=chatgpt.com,https://www.myntra.com/dresses/street+9/street-9-women-deep-navy-blue-solid-net-maxi-dress/16334728/buy?utm_source=chatgpt.com
Female,Wedding,Olive,Winter,12,Winter Party Outfit,"['#2C3E50', '#AFCBFF', '#E8F4FD', '#ECF0F1']",https://images.openai.com/thumbnails/url/zoC-YnicDcn_DkJAAADgJyphWmdrzRk1J2Il-sc4JcPd6c6vnqrX6W3q-_f7fp5CMK5L0p3g18zEvViInKyWJReZqPAS01biT8pYRcpdt_2fbngF2OOgd4ntyTeEg3MMg4iF9ALrEvn1kYRmPDtmf41TOq767mQ0CS1abpGNloAQsWkP1w2JqgR5IDfUK_Uxtx_mYYNy-3J2hzTLAXh78qQ6kCAlshSrcN4l1NbD-AO8ST5g,https://daabujaipur.com/products/navy-blue-sequins-embroidered-net-engagement-gown?variant=45336550408373&country=IN&currency=INR&utm_source=chatgpt.com,https://www.libas.in/products/navy-blue-embellished-silk-blend-a-line-gown-with-dupatta-51800?variant=45629283238038&country=IN&currency=INR&utm_source=chatgpt.com,amazon.in/Xomantic-Fashion-Embroiderd-Navyblue-Anarkali/dp/B0CPXNM61B?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=A1WYWER0W24N8S&utm_source=chatgpt.com
Female,Party,Medium Cool,Winter,14,Winter Party Outfit,"['#2C3E50', '#AFCBFF', '#E8F4FD', '#ECF0F1']",https://images.openai.com/thumbnails/url/o38Pz3icDcnbCoIwAADQL8obmE2IWHazVGgm2l5Ep7gl6mxzZB_Sv_U3dV7P90Ol5MLV9bonz5nLulrIsje0RshCMqKRodMFHThnfbMZ1_9zYVSBI7mJO7Q8hctkkRXeIXyv4hQFctn5Cjj5xChuRnOrTq1lTZwWtl8DghgaU6-KagjPZqjwBbdtCK_I5jDz50fgGMkeyDzevX6OtTUw,https://www.myntra.com/dresses/cation/cation-women-blue-solid-satin-dress/16289842/buy?utm_source=chatgpt.com,https://www.myntra.com/dresses/sassafras/sassafras-navy-embellished-a-line-dress/2223310/buy?utm_source=chatgpt.com,https://www.amazon.in/Thapnath-Sequin-Evening-Cocktail-Georgette/dp/B0F9PVRJDY?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&smid=A2O6PC2QEBUWHI&utm_source=chatgpt.com&th=1&psc=1
Male,Wedding,Medium Cool,Winter,6,Winter Party Outfit,"['#2C3E50', '#AFCBFF', '#E8F4FD', '#ECF0F1']",https://images.openai.com/thumbnails/url/pMwrZXicDcntDkJQGADgK_KRsrC1dmiUpIVZfhmHec1wvoSupFvrbur5-3w_IAThlqLUA2YrEXUliXLYyA0XhWixjMde4TAS0g7NkR7-Z6GwMj38WNmNNhos54iElHY73XnxzH9vvc6373OElwBGmALclbnmViFaEcS6kb5diRuZ36fRiSfmE-zalop-YvS6T2juYDW-qAjY_ANTyTcl,https://www.manyavar.com/en-in/sherwani/blue-velvet-charm-sherwani/M340474.html?utm_source=chatgpt.com,https://www.amazon.in/VASTRAMAY-Mens-Blue-Velvet-Sherwani/dp/B0DSVR9Q2Q?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&smid=A1WYWER0W24N8S&utm_source=chatgpt.com&th=1&psc=1,https://www.houseofindya.com/navy-blue-embroidered-velvet-sherwani-for-men-479801/iprdt?utm_source=chatgpt.com
Male,Wedding,Deep Warm,Autumn,24,Winter Party Outfit,"['#D35400', '#A04000', '#E59866', '#FAD7A0']",https://images.openai.com/thumbnails/url/3vp2BHicDclJDoIwAADAF8lScKmJMaWKQERoZTkaKAg2Ckgr4K_8jr_Ruc73U0vZibWqlg3r350si5nMG6BUQmbyxhTWPlRRt113a6rtc_O_NToV8MDIkczm19Q1jPTyZOfoug_7MKaxLXQT4RGJA-Je7gPKjZFi7sGASreFWhKOvT4hIwAVs_Q7IHfTISki0wI6eBHkOInMIwWZtWofL9vJdxrvfVwuyVAM0OfjD_xLPDs,https://www.utsavfashion.com/product/embroidered-georgette-sherwani-in-orange-mte1656-fh23?geoip_country=in&utm_source=chatgpt.com,https://vastramay.com/products/mens-orange-silk-blend-sherwani-set1307?variant=42280035123458&country=IN&currency=INR&utm_source=chatgpt.com,https://rajanyas.com/products/royal-rust-orange-brocade-punjabi-style-sherwani?variant=40572984655987&country=IN&currency=INR&utm_source=chatgpt.com
Female,Party,Medium Warm,Winter,14,Winter Party Outfit,"['#2C3E50', '#AFCBFF', '#E8F4FD', '#ECF0F1']",https://images.openai.com/thumbnails/url/MN-LyHicDcn_DkJAAADgJxIp7dhau4SmRSoj_9y4I-XXHbcunqrX6W3q-_f7fkrO6WDIct7ifqQ8JxLPWnV2H3jKH3iGu0Yeyo7SR3vfsPX_DOgR3cFBwUzX0jrptNXRhMBCHJNY7KK9VGWqpl3C0fFM5UY9f7k9QF8hKiLHENZCuAkG-3Pd4MmNC7uwSzC_uehqNzbgjEUArnglUudi1egZBfkLQBz3zPcgfRNJ_AAwNT3d,https://www.amazon.in/FAM-INDIA-Embellished-Bodycon-Polyester/dp/B0FL26YN68?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&smid=AVJ0SHFPQ0FPU&utm_source=chatgpt.com&th=1&psc=1,https://www.amazon.in/FAM-INDIA-Bodycon-Sleeveless-Western/dp/B0FSWWKL4L?utm_source=chatgpt.com&th=1&psc=1,https://www.myntra.com/dresses/sera/sera-women-sequin-one-shoulder-bodycon-mini-dress--/36963547/buy?utm_source=chatgpt.com
Male,Wedding,Deep Warm,Autumn,27,Winter Party Outfit,"['#D35400', '#A04000', '#E59866', '#FAD7A0']",https://vastramay.com/cdn/shop/products/VASMIW005ORnCDMA_1_552x.progressive.jpg?v=1753899447,https://vastramay.com/products/mens-orange-silk-blend-sherwani-set1307,https://rajanyas.com/products/royal-rust-orange-brocade-punjabi-style-sherwani,https://rajanyas.com/products/royal-rust-orange-brocade-punjabi-style-sherwani
Female,Party,Olive,Winter,10,Winter Party Outfit,"['#2C3E50', '#AFCBFF', '#E8F4FD', '#ECF0F1']",https://images.openai.com/thumbnails/url/ySj_EHicDclJDoIwAADAFwG1uJIYg3EhrApF7YmUgiBCWVoEf-V3_I3Odb6fXIiGa4qSMtq9G5EmkogZlDMuiHhQmdaVwvO6aR4s27Tr_2m6m6yONMgzZ2uXy6mxr_A5nizILoV-iGofmSk52IhXTAXj_FrEb6cvvG4oD10In0U4suRaRcAbKaDR3UEgSk6z2XRPLd6-go7YonUNC2NkwYtw3EVwkwDBUB3KoDf1H6XPPoM,https://www2.hm.com/en_in/productpage.1252066004.html?crawl=&utm_source=chatgpt.com,https://www.amazon.in/Thapnath-Sequin-Evening-Cocktail-Georgette/dp/B0F9PR7KC2?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&smid=A2O6PC2QEBUWHI&utm_source=chatgpt.com&th=1&psc=1,https://www.myntra.com/dresses/sera/sera-women-sequin-one-shoulder-bodycon-mini-dress--/36963547/buy?utm_source=chatgpt.com
Female,Party,Medium Cool,Winter,8,Winter Party Outfit,"['#EDF4BD', '#255480', '#1C79C5', '#FCCBB3']",https://images.openai.com/thumbnails/url/1g0j9XicDcnbEkJAAADQL5LMyqaZpiEiiu3CxIvJum25LJYmH9X_9Dd1Xs_3UzBG-xXPpzXu3pSlCcfiWpjlPbszgme4qfi-aCgldb5p1_9bKU4iG_ia3aXYNA3gPF9BKrphqkJ_sGNW0sEZSm2CKhb2gHhofBzGYo64y7ICOZmAVTXahMTbFmo-F0kLWfEj6O06OevxkbZiZm6tsxvcdDskQ-Si9orObIJAP-HmB_8LPTo,https://www.houseofindya.com/sea-green-printed-faux-georgette-gown-81737/iprdt?curr=INR&utm_source=chatgpt.com,https://www.gazalgupta.in/products/v-neck-tie-up-dress-4?variant=44930005565601&country=IN&currency=INR&utm_source=chatgpt.com,https://www.salwari.com/mirror-sea-green-trendy-gown-91375?utm_source=chatgpt.com
Male,Party,Medium Warm ,Autumn,3.95,Winter Party Outfit,"['#D35400', '#A04000', '#E59866', '#FAD7A0']",https://images.openai.com/thumbnails/url/hPOUF3icDclJDoIwAADAFwmigEBiDEZZAkFB9guBllWW0jYov_I7_kbnOt9PQykiCsuWI8AroiXc0GLcMzWhOW0BA6aBJc2EUDvWp_n4P0V1oKyDx91ZpiB0seHgxt8nZgtCIasMC2_lzEMyPq-qoMPCJYvpwUMQX7hBgDGMpsQupLTWvFePnr0gRu-oVEWJWGH3RutqoTJKsQ7vlgb5udtcK56zh2LX5OCW-Wr9A777PxU,https://poshrobe.com/3-piece-imported-fabric-burnt-orange-suit?utm_source=chatgpt.com,https://www.houseofindya.com/orange-solid-linen-bandhgala-for-men-483957/iprdt?curr=INR&utm_source=chatgpt.com,https://frenchcrown.in/products/spiced-sunset-salmon-orange-solid-wool-rich-cross-placket-bandhgala-stretchable-traveler-suit-n?variant=43281516462131&utm_source=chatgpt.com
Male,Wedding,Light Warm,Winter,11,Winter Party Outfit,"['#2C3E50', '#AFCBFF', '#E8F4FD', '#ECF0F1']",https://images.openai.com/thumbnails/url/gNYUrHicDcnbDkMwAADQL8JWI0iWRTYVgl1MyF6Wqktd21FkPmr_s7_Zzuv5fgjnbDQkKe_x8GY8zwSe9kAsR454hUVMO2kklLGqLw-v_f8MM8h0G9_9yLKpF6oUpisqYMSSdnanBCiRfezUhcErGC5PEJ-1ZmbCSZF33OEOTTPc-oGXLMpDqH0CY5daOdyuZAPWKG28qpAJNN06HkPLQ6WmJ2yYNIRXnCH19gMQaD3b,https://www.bonsoir.co.in/products/navy-blue-basic-bandhgala?variant=40507484799025&country=IN&currency=INR&utm_source=chatgpt.com,https://www.myntra.com/suits/louis+philippe+sport/louis-philippe-sport-super-slim-fit-single-breasted-notched-collar-2-piece-suit/34486426/buy?utm_source=chatgpt.com,https://louisphilippe.abfrl.in/p/men-navy-genericfit-solid-party-two-piece-suit-39944556.html?size=38&utm_source=chatgpt.com
Female,Wedding,Medium Cool,Winter,8,Winter Party Outfit,"['#F365E6', '#6CE796', '#55BA88', '#4A3269']",https://images.openai.com/thumbnails/url/Y6Tq3XicDclRCoIwAADQE5kzUTOIsAxXVKbMIf0MnTZbqFMXbR2q-3Sber_v-2mkFNPSNOuOjlrIujJk2c1nbJKFvNMZ7Vtzanoh7h1bD6v_LYNz5Uc0JQXCSvfQByNuIHjFOh-xVZMr5G8hc4Nz4G6xZSesRtlVEShcFJe6DU9KaOY8PH9zuDzpnifshqL9w2UABWU4Dh5QF1vFi8hrjvauJKSqXhhneWpR5wdO6T3r,https://www.myntra.com/ethnic-dresses/kalini/kalini-women-georgette-embellished-fit-and-flare-dress-with-dupatta/32166423/buy?utm_source=chatgpt.com,https://liandli.in/products/dark-purple-panel-gown-with-heavy-embellished-flowers-copy-1?variant=47569242030323&utm_source=chatgpt.com,https://www.houseofindya.com/purple-and-green-sequin-embroidered-muslin-gown-set-set-462781/iprdt?utm_source=chatgpt.com
Male,Party,Olive,Autumn,24,Winter Party Outfit,"['#3DE837', '#3C15C9', '#9C7C50', '#41AB76']",https://images.openai.com/thumbnails/url/2nT44HicDcnhDkJAAADgJ0Jn5WhrLclJh8Vaqz_NHTmVc3FCT9Xr9Db1_f2-HyalaOealnPajELmmSIJB2rRylSWVKV1pbWsFqLkxfK5-N98FWYWoont7YvBOnLsrh-V0-dnlG5eXDnu-gmHQO9HoytZKMkaIozMgNzzqVFdsGm40WxwgH693wLgR9A_BC6bNI2Zmp7PYAhmp4jGBu4y4dQIvbcWfjQttUm8S6hT_ABLKD0R,http://kisah.in/products/ka-9026-men-olive-solid-jodhpuri-bandhgala?variant=46475043111064&country=IN&currency=INR&utm_source=chatgpt.com,https://www.myntra.com/suits/blackberrys/blackberrys-slim-fit-single-breasted-two-piece-formal-suit/30209534/buy?utm_source=chatgpt.com,https://louisphilippe.abfrl.in/p/men-olive-super-slim-fit-solid-formal-two-piece-suit-39709718.html?size=38&utm_source=chatgpt.com
Male,Party,Deep Cool,Winter,8,Winter Party Outfit,"['#2C3E50', '#AFCBFF', '#E8F4FD', '#ECF0F1']",https://images.openai.com/thumbnails/url/GZGVM3icDclLDoIwFADAE8nHErEmxhBEEBVESsCV4SctYi32xSCH8j7eRmc73w8FEHKhqjUvn28BdTWBgmtKIyEHVirl465K-hCC8WbVL_-3sIIKuyVJHNt_wkQWdzcTju4P-d6bxdHuTDvcWgiZaT_IkRWv7OKDviYbHb-q60nvD3HTMctAt9yoaTgAnQsW5HgQWioDntgaMZk3xnZGwm2F3GMSQYSIMQ3bUfwAGi49nw,https://www.myntra.com/suits/peter+england/peter-england-textured-neo-slim-fit-single-breasted-two-piece-formal-suit/25453830/buy?utm_source=chatgpt.com,https://blackberrys.com/products/solid-formal-3-pcs-suits-in-blue-oleto?variant=41950232150181&currency=INR&utm_source=chatgpt.com,https://louisphilippe.abfrl.in/p/men-blue-slim-fit-textured-formal-three-piece-suit-39625303.html?size=38&utm_source=chatgpt.com
Male,Wedding,Deep Cool,Autumn,28,Winter Party Outfit,"['#D35400', '#A04000', '#E59866', '#FAD7A0']",https://medias.utsavfashion.com/media/catalog/product/cache/1/image/500x/040ec09b1e35df139433887a97daa66f/e/m/embroidered-art-silk-sherwani-in-purple-v1-mxd325.jpg,https://www.utsavfashion.com/product/embroidered-art-silk-sherwani-in-purple-mxd325-sh25,https://rajanyas.com/products/royal-rust-orange-brocade-punjabi-style-sherwani,https://vastramay.com/products/mens-orange-silk-blend-sherwani-set1307
Male,Party,Medium Cool,Winter,12,Winter Party Outfit,"['#2C3E50', '#AFCBFF', '#E8F4FD', '#ECF0F1']",https://images.openai.com/thumbnails/url/AibKCnicDclJDoIwAADAF7EIRCOJMbSQGlAkski4GCkFylIqFJXv-Ct_o3Od76cWgk-mohCGx4ULUkgiZ6pcTeIuKJbx0CtTPXBOWbV_7P5nWn6xRfiyJBV9Duilt-GqJnGKztEAej8zOkD5pgTULU_8Gs55FzSVFemOqyEDQWTHfQL7pQRj5x20VD02bmvfWlVaF17AouQN_BkCykQASAYdYfwAXl45lA,https://www.myntra.com/suits/peter+england/peter-england-textured-neo-slim-fit-single-breasted-two-piece-formal-suit/25453830/buy?utm_source=chatgpt.com,https://blackberrys.com/products/jaydon-3-pcs-formal-suit-in-navy-slim-fit-new?variant=43100384854181&currency=INR&utm_source=chatgpt.com,https://louisphilippe.abfrl.in/p/men-navy-genericfit-solid-casual-two-piece-suit-39946750.html?size=42&utm_source=chatgpt.com
Female,Wedding,Deep Cool,Winter,13,Winter Party Outfit,"['#95AE06', '#F1FFFF', '#218AA1', '#791BAA']",https://images.openai.com/thumbnails/url/Wgts23icDclJDoIwAADAFyEmoAKJMWiUXeOG6MXULojYUkqVwq98jr_Ruc73c5eSN46uYwZFxyVGmrwxY5A3EsgCDmBF9eZecV6wfFZP_-e4a2R7cHuBgg19QFqgVO0l1s48k3KRhu4kwvjq07moVYGqDmUGTQllhtDww3_HKjB5JCahCLUr3uNTbN36xHptVP_MZUN8L8gAR_QQLcGlyse9GXgj8jZM0aarzdEuf2AMQJo,https://rangvastra.com/products/lovely-teal-blue-color-sequence-embroidery-work-gown-with-dupatta?variant=45136223699191&country=IN&currency=INR&utm_source=chatgpt.com,https://odhni.com/products/0675-r-38?variant=44787813613621&country=IN&currency=INR&utm_source=chatgpt.com,https://clothsvilla.com/products/teal-purple-premium-faux-blooming-embroidered-gown-set-with-designer-dupatta?variant=42976353189958&country=IN&currency=INR&utm_source=chatgpt.com
Male,Party,Deep Cool,Winter,13,Winter Party Outfit,"['#2C3E50', '#AFCBFF', '#E8F4FD', '#ECF0F1']",https://images.openai.com/thumbnails/url/5X4f7XicDcnbCoIwAADQL0q7SJYQYei84SIdpb7V1G2JOtsm2uf0V_1Nndfz_VApubB0verwa-ayKhfy0W00IuRdMqzhvtUF7TlnHTkOh_9ZNiz3Hk59FY5OQKUHG6CQMRVQbVv_mrqMwjNhSNZ1FbIMczV4_eCucoeAG3jWSxeaNA9RFI8BqWy4NmNbUEBQfpqLrBz7wjGaJLxMu8R8l62KfoYKOq8,https://louisphilippe.abfrl.in/p/men-navy-genericfit-textured-formal-two-piece-suit-40079559.html?size=44&utm_source=chatgpt.com,https://blackberrys.com/products/jaydon-3-pcs-formal-suit-in-navy-slim-fit-new?variant=43100384854181&currency=INR&utm_source=chatgpt.com,https://louisphilippe.abfrl.in/p/men-navy-genericfit-solid-casual-two-piece-suit-39946750.html?size=42&utm_source=chatgpt.com
Female,Wedding,Deep Cool,Winter,15,Winter Party Outfit,"['#2C3E50', '#AFCBFF', '#E8F4FD', '#ECF0F1']",https://images.openai.com/thumbnails/url/kQgl6nicDcnhEkIwAADgJ4oJV-uu68gVq6tEwj-txTiMTTUP1fv0NvX9_b6fQgjGF6pKGtxLJsh9Im6NruRcZIJiBbe1youWMdrkq275v4V1uMMtDiMbSGsDTQIGZKSusS1HdEu1MCK1s5-MPMnDmE0Hx9tJ76QfX67rYOoctH722MxjEhj9-7w2O_-1h0a3QzaaWmWC8bNM9JhWBA688n3QAlOnUXDNMnKppPgBuQQ9BA,https://www.libas.in/products/navy-blue-embellished-silk-blend-a-line-gown-with-dupatta-51800?variant=45629283270806&country=IN&currency=INR&utm_source=chatgpt.com,https://www.koskii.com/products/koskii-navy-blue-threadwork-net-designer-readymade-lehengas-gnrm0038982_navy_blue?utm_source=chatgpt.com,https://www.amazon.in/Thapnath-Womens-Evening-Georgette-Regular/dp/B0DS4V1MH1?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&smid=A2O6PC2QEBUWHI&utm_source=chatgpt.com&th=1&psc=1
